~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_monolith\stalker_monolith_3_commando,,0.3,0.75,0.25,0.2
actors\stalker_monolith\stalker_monolith_3_ppm,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_3_ppm_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_3_ppm_3,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_3_ppm_4,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_3_w_p_mask_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_3_with_fixed_p,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_3_with_p_mask,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_4,monolith_exo_outfit,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_4_n,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_4_proto,"monolith_proto_exo_outfit,helm_respirator",0.45,0.7,0.2,0.011
actors\stalker_monolith\stalker_monolith_4_skat_new,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_4_skat_new_2,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_4_skat_new_custom,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_6,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_6_with_sphere12,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_acolyte_1,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_10,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_11,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_12_pbf,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_13_pbf,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_14_pbf,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_15,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_16,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_17_full_helmet,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_acolyte_18_half_helmet,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_acolyte_19_half_helmet,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_acolyte_2,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_20_half_helmet,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_acolyte_3,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_4,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_5,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_6,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_acolyte_7,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_8,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_acolyte_9,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_advanced_nbc_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_advanced_nbc_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_advanced_nbc_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_advanced_scrapper_1,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_advanced_scrapper_2,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_alternate_exo_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_alternate_exo_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_assaulter_1,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_10,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_11,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_12,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_13,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_14,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_15,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_16_seva,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_17_seva,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_18_seva,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_19_seva,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_2,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_20,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_21,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_22,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_23,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_24,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_25,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_26,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_27,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_28,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_29,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_3,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_30,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_31,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_32,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_4,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_5,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_6,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_7,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_8,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_assaulter_9,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_aztec,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_aztec_custom_1,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_aztec_custom_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_barman,,0.5,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_berill_2_altyn_1,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_berill_2_altyn_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_berill_2ndgen_1,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_berill_2ndgen_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_berill_m51_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_berill_special_helm,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_berill_spp,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_berill_up_ar_1,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_berill_up_ar_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_berill_w_skat_implants,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_boonie_1,,0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_boonie_2,,0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_coated_sunrise_gp5_1,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_coated_sunrise_gp5_2,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_converted_explorer_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_converted_explorer_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_converted_explorer_3,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_converted_explorer_4,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_converted_sci_explorer_1,,0.5,0.8,0.1,0.3
actors\stalker_monolith\stalker_monolith_converted_sci_explorer_2,,0.5,0.8,0.1,0.3
actors\stalker_monolith\stalker_monolith_doctor,,0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_dy_1,,0.5,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_dy_2,,0.5,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_dy_3,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_dy_4,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_dy_5,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_dy_6,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_dynamic_lc_battle_helm_gp10,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_dynamic_lc_m51_1,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_elite_gp10_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_elite_gp10_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_elite_gp10_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_exo_elite_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_elite_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_dy_mask_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_dy_mask_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_dy_mask_3,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_dy_mask_4,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_gp21_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_gp21_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exo_w_gp21_3,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_battle_helm_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_battle_helm_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_battle_helm_3,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_battle_helm_4,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_battle_helm_5,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_commando,,0.3,0.75,0.25,0.2
actors\stalker_monolith\stalker_monolith_exolight_commando_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_commando_3,,0.3,0.75,0.25,0.2
actors\stalker_monolith\stalker_monolith_exolight_dy_mask_1,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_dy_mask_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_dy_mask_3,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_elite_1,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_exolight_gp21_1,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_gp21_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_gp7b_1,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_gp7b_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_gp7b_3,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_legend_1,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_legend_2,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exolight_legend_3,,0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith_exoseva,,0.15,0.7,0.45,0.15
actors\stalker_monolith\stalker_monolith_fstalker_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_fstalker_ps5_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_fstalker_sun_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_fstalker_sun_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_full_ghillie,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_ghillie_hunter,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_guardian_1,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_10,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_11,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_12,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_13,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_2,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_3,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_4,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_5,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_6,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_7,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_8,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_guardian_9,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_half ghillie,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_hood_backpacker,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_kbo_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_kbo_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_kbo_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_lc_1,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_2,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_3,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_4,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_5,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_6,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_altyn_1,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_altyn_2,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_cap,,0.5,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_lc_dy_mask_1,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_dy_mask_2,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_ps5m_custom_1,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_ps5m_custom_2,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_ps5m_custom_3,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_ps5m_custom_4,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_lc_ps5m_hooded_1,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_ps5m_hooded_2,,0.45,0.8,0.15,0.011
actors\stalker_monolith\stalker_monolith_lc_spp,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_light_veteran_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_light_veteran_2,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_mechanic,,0.3,0.75,0.2,0
actors\stalker_monolith\stalker_monolith_nauchni3,monolith_scientific_light_outfit,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_nauchni3_cs3vest,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_nauchni3_lc,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_nbc_suit_1,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_nbc_suit_2,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_nbc_suit_3,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_nbc_suit_4,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_nbc_suit_5,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_nbc_suit_6,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_nebo1b_dy_mask_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_nebo1b_dy_mask_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_nebo2_open,,0.3,0.75,0.2,0.2
actors\stalker_monolith\stalker_monolith_nebo2b_custom_1,,0.3,0.75,0.2,0.2
actors\stalker_monolith\stalker_monolith_nebo3_berill,,0.3,0.75,0.2,0.2
actors\stalker_monolith\stalker_monolith_nebo3_open,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b_backpack,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b_custodian,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b_custodian_2,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b_custom,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo3b_visor_backpack,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_nebo_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_nebo_2_backpacker,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_nebo_4_helm_m40_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_nebo_4_helm_m40_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_nebo_4_helm_m40_3,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_nosorog_alternate,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_nosorog_alternate_2,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_nosorog_mk2,,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_nosorog_mk2_2,,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_nosorog_mk2_3,,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_nosorog_mk2_4,,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_nosorog_mk2_5,,0.15,0.7,0.47,0.35
actors\stalker_monolith\stalker_monolith_old_seva,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_old_seva_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_preacher,monolith_trenchcoat_outfit,0.7,0.85,0.011,0.011
actors\stalker_monolith\stalker_monolith_preacher_ghillie,,0.7,0.85,0.011,0.011
actors\stalker_monolith\stalker_monolith_ps5_battle_helm_1,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_ps5_battle_helm_2,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_ps5m_gasmask_1,,0.5,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_ps5m_tactic_1,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_ps5m_tactic_gp21_2,,0.45,0.8,0.15,0.3
actors\stalker_monolith\stalker_monolith_redline_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_seva_1_custom,,0.15,0.7,0.45,0.3
actors\stalker_monolith\stalker_monolith_seva_skat_armour_1,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_seva_skat_armour_2,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_skat9_ssp_mask,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_skat_dy_mask_1,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_skat_mk2,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_skat_w_berill,,0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_monolith_soldier_berill_1,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_soldier_berill_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_soldier_berill_3,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_soldier_berill_4,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_soldier_berill_5,,0.3,0.75,0.2,0.2
actors\stalker_monolith\stalker_monolith_sts_gp10,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_sts_lc_ach_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_sts_lc_ach_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_sts_nos_head_1,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_sts_nos_head_2,,0.4,0.85,0.15,0.3
actors\stalker_monolith\stalker_monolith_sunrill_1,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_sunrill_2,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_sunrill_3,,0.5,0.8,0.1,0.011
actors\stalker_monolith\stalker_monolith_sunrise_seva_mask_1,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_sunrise_seva_mask_2,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_sunrise_seva_mask_3,monolith_scientific_outfit,0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_trader,,0.5,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_up_armoured_nos_head_1,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_up_armoured_nos_head_2,,0.3,0.75,0.2,0.3
actors\stalker_monolith\stalker_monolith_veteran_gp21_custom,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_veteran_gp21_custom_2,,0.3,0.75,0.2,0.011
actors\stalker_monolith\stalker_monolith_wanderer_1,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_wanderer_2,,0.4,0.85,0.15,0.011
actors\stalker_monolith\stalker_monolith_western_mask_1,,0.5,0.8,0.15,0.011
actors\stalker_monolith\stalker_proto_seva,,0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_soldier_4_monolith,military_monolit_outfit,0.3,0.75,0.25,0.3
actors\stalker_nebo\10,,0.3,0.7,0.3,0.3
actors\stalker_nebo\10_1,,0.3,0.75,0.25,0.011
actors\stalker_nebo\1_1,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_2,,0.5,0.8,0.1,0
actors\stalker_nebo\1_3,,0.5,0.8,0.1,0
actors\stalker_nebo\1_4,,0.5,0.8,0.1,0
actors\stalker_nebo\1_5,,0.5,0.8,0.1,0
actors\stalker_nebo\1_6,,0.5,0.8,0.1,0
actors\stalker_nebo\1_n,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_n1,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_n2,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_n3,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_n4,,0.5,0.8,0.1,0.011
actors\stalker_nebo\1_n5,,0.5,0.8,0.1,0.011
actors\stalker_nebo\2,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_2,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_3,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_4,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_5,,0.3,0.75,0.2,0.011
actors\stalker_nebo\2_6,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_n,,0.3,0.75,0.2,0.3
actors\stalker_nebo\2_n1,,0.3,0.75,0.2,0.3
actors\stalker_nebo\3,,0.5,0.8,0.15,0.3
actors\stalker_nebo\3_1,,0.5,0.8,0.15,0.3
actors\stalker_nebo\3_2,,0.5,0.8,0.15,0.3
actors\stalker_nebo\3_3,,0.5,0.8,0.15,0.3
actors\stalker_nebo\7_1,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_2,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_3,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_4,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_5,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_6,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_7,,0.3,0.75,0.2,0.2
actors\stalker_nebo\7_8,,0.3,0.75,0.2,0.2
actors\stalker_nebo\stalker_cs1_darker_gp5,cs_light_novice_outfit,0.5,0.75,0.1,0.2
actors\stalker_nebo\stalker_cs1_darker_gp5_sgm,,0.5,0.8,0.1,0.011
actors\stalker_nebo\stalker_cs1_hood_darker_sgm_2_goggles,,0.5,0.8,0.1,0
actors\stalker_nebo\stalker_cs2_darker_backpack,,0.3,0.75,0.2,0.3
actors\stalker_nebo\stalker_cs2_darker_sgm_1_backpack,,0.3,0.75,0.2,0.3
actors\stalker_nebo\stalker_cs2_darker_w_cs3_parts,,0.5,0.8,0.15,0.3
actors\stalker_nebo\stalker_cs2_darker_w_cs3_parts_2,,0.5,0.8,0.15,0.3
actors\stalker_nebo\stalker_cs2_darker_w_cs3_parts_3,,0.5,0.8,0.15,0.3
actors\stalker_nebo\stalker_cs2_flak_2,,0.3,0.75,0.25,0.3
actors\stalker_nebo\stalker_dynamic_nebo_lc_1,,0.5,0.8,0.15,0.011
actors\stalker_nebo\stalker_dynamic_nebo_lc_2,,0.5,0.8,0.15,0
actors\stalker_nebo\stalker_dynamic_nebo_lc_3,,0.5,0.8,0.15,0
actors\stalker_nebo\stalker_dynamic_nebo_lc_4,,0.5,0.8,0.15,0.011
actors\stalker_nebo\stalker_dynamic_nebo_lc_5,,0.5,0.8,0.15,0.011
actors\stalker_nebo\stalker_dynamic_nebo_lc_6,,0.5,0.8,0.15,0.3
actors\stalker_nebo\stalker_f_nebo_sci_ps5_1,,0.5,0.8,0.1,0.011
actors\stalker_nebo\stalker_f_nebo_sci_ps5_2,,0.5,0.8,0.1,0.011
