~,st_data_export_visual_item_id,st_data_export_hit_fraction,st_data_export_ap_scale,st_data_export_body_bonearmor,st_data_export_head_bonearmor
actors\stalker_merc\stalker_merc_lc_ps5m_custom_1,"merc_wolven_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_2,"merc_wolven_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_3,"merc_wolven_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_custom_4,"merc_wolven_outfit,helm_ach7ex",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_lc_ps5m_hooded_1,"merc_wolven_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_lc_spp_1,"merc_scientific_armored_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_spp_2,"merc_scientific_armored_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_lc_spp_3,"merc_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_leopard,stalker_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_mechanic,,0.3,0.75,0.25,0.2
actors\stalker_merc\stalker_merc_medic_2,"merc_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_meeker,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_military,"military_merc_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_backpack_custom,"military_merc_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_with_exo_helm,"military_merc_outfit,helm_exo",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_military_with_exo_helm_2,"military_merc_outfit,helm_exo",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_nbc_suit_1,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_2,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_3,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_4,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_5,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_6,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_7,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_nbc_suit_8,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_novice,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_merc\stalker_merc_novice_9,"novice_outfit,helm_cloth_mask",0.9,0.9,0.011,0
actors\stalker_merc\stalker_merc_novice_vest,"merc_fighter_outfit,helm_rp_bala",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_novice_vest_pbf,"merc_fighter_outfit,helm_resp",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_plash,"trenchcoat_brown_outfit,helm_rp_bala",0.85,0.9,0.011,0
actors\stalker_merc\stalker_merc_plash_custom,"trenchcoat_brown_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_1,"merc_jackal_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_2,"merc_jackal_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_3,"merc_jackal_outfit,helm_cloth_mask",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_4,"merc_jackal_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_5,"merc_jackal_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_alternate_6,"merc_jackal_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5_battle_helm_1,,0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_ps5m,,0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5m_gasmask_1,"merc_sun_outfit,helm_m50",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gasmask_2,"merc_sun_outfit,helm_m50",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gasmask_3,"merc_sun_outfit,helm_m50",0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_ps5m_gp10_backpack,"merc_sun_outfit,helm_ranger",0.45,0.8,0.15,0
actors\stalker_merc\stalker_merc_ps5m_tactic_1,"merc_sun_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_ps5m_tactic_ghillie,"merc_sun_outfit,helm_tactic",0.45,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_redline_1,merc_scout_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_riot_tactical_lc_1,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_2,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_3,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.2
actors\stalker_merc\stalker_merc_riot_tactical_lc_4,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_5,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_6,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_7,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_riot_tactical_lc_8,"merc_outfit,helm_hardhat",0.5,0.8,0.15,0.3
actors\stalker_merc\stalker_merc_seva_skat_armour_1,"merc_ace_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_seva_skat_armour_2,"military_merc_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_skat9_ssp_mask,"military_merc_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_merc_skat_altyn_1,"military_merc_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_dy_mask_1,"military_merc_outfit,helm_ach7ex",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_gp21_altyn_1,"military_merc_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_mk2,"military_merc_outfit,helm_battle",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_skat_w_berill,"military_merc_outfit,helm_tactic",0.3,0.75,0.25,0.3
actors\stalker_merc\stalker_merc_special_1,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_10,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_11,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_12,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_2,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_3,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_4,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_5,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_6,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_7,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_8,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_special_9,"merc_wolven_outfit,helm_tactic",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_sts_improved_1,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_2,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_3,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_4,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_5,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_6,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_7,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_8,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_improved_9,merc_wolven_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sts_lc_ach_1,"merc_sun_outfit,helm_ach7",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_2,"merc_sun_outfit,helm_ach7",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_3,"merc_sun_outfit,helm_ach7",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_lc_ach_4,"merc_sun_outfit,helm_ach7",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sts_nos_head,"merc_combat_scientific_outfit,helm_ranger",0.4,0.85,0.15,0.3
actors\stalker_merc\stalker_merc_stslc_1,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_2,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_3,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_4,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_5,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_stslc_6,merc_jackal_outfit,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sun1,"merc_sun_outfit,helm_respirator",0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sun1_aztec_m150_backpack,"merc_sun_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sun1_aztec_vest_m150,"merc_sun_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sun1_glasses,"merc_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_glasses_2,"merc_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_glasses_3,"merc_sun_outfit,helm_resp",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_sun1_merc,"merc_wolven_outfit,helm_m40",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sun1_old,"merc_nighthunter_outfit,helm_respirator_old",0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sun1_old_ghillie,"ghillie_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_sun1_old_vest,"merc_sun_outfit,helm_resp",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sun1_vest_pack,"merc_sun_outfit,helm_respirator_old",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sun1_vest_pack_2,"merc_sun_outfit,helm_respirator_old",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_sunrill_1,"merc_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrill_2,"merc_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrill_3,"merc_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_1,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_2,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_3,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_4,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_5,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_6,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_new_7,"merc_sunset_outfit,helm_resp",0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_sts_1,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_sts_2,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_sunrise_sts_3,,0.5,0.8,0.1,0
actors\stalker_merc\stalker_merc_tactical_lc_1,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_2,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_3,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_4,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_5,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_tactical_lc_6,merc_outfit,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_trader,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_trunk,,0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_tyrant,"merc_exo_outfit,helm_m40",0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_up_armoured_nos_head,,0.3,0.75,0.2,0.3
actors\stalker_merc\stalker_merc_vector,,0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_merc_vested_crbn_1,nbc_merc_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_2,nbc_merc_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_3,nbc_merc_outfit,0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_merc_vested_crbn_4,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_vested_crbn_5,nbc_merc_outfit,0.4,0.85,0.15,0
actors\stalker_merc\stalker_merc_veteran_gp21_custom,"military_merc_outfit,helm_ranger",0.3,0.75,0.2,0
actors\stalker_merc\stalker_merc_western_mask_1,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_western_mask_2,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_western_mask_3,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_western_mask_4,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_western_mask_5,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_merc_western_mask_6,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercb2,"merc_fighter_outfit,helm_m40",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercb2_ppm,"merc_outfit,helm_ppm88",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercb2_withold_sun,"merc_outfit,helm_respirator_old",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen2a_mask,"merc_fighter_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen2b_mask,"merc_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen2c_mask,"merc_outfit,helm_rp_bala",0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercen_2_mask,,0.5,0.8,0.15,0
actors\stalker_merc\stalker_mercenary3,"merc_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_mercenary3_aztec,"merc_ace_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_coat_2,"merc_ace_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_with_black_vest,"merc_ace_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary3_with_coat,"merc_ace_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_merc\stalker_mercenary4,"merc_scientific_armored_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_merc\stalker_mercenary_nosorog_mk2,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_2,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_3,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_merc\stalker_mercenary_nosorog_mk2_4,"merc_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_merc\stalker_mercexo4a,"exo_merc_wood_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo4a_commando,"merc_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_mercexo4a_commando_2,"merc_exolight_outfit,helm_battle",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_mercexo4a_connected_ppm,"merc_exolight_outfit,helm_ppm88",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_mercexo4a_connected_ppm_2,"merc_exolight_outfit,helm_ppm88",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_mercexo4a_ghillie,merc_exolight_outfit,0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4,"merc_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear,"exo_merc_grass_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear_2,"exo_merc_grass_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_custom_gear_3,"exo_merc_grass_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_half_m150,"merc_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_halfm150_custom,"merc_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_urban_clean_exolight,"exo_merc_urban_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexo_4_with_improved_aztec_mask,"exo_merc_urban_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexolight_grasslands,"exo_merc_grass_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_mercexosuit_4_with_m50,"exo_merc_grass_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_merc\stalker_proto_sun_vest,"merc_exolight_outfit,helm_respirator_old",0.15,0.7,0.55,0.3
actors\stalker_merc\stalker_proto_sun_vest_2,"merc_exolight_outfit,helm_respirator_old",0.15,0.7,0.55,0.3
actors\stalker_monolith\1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_monolith\1_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2,,0.4,0.85,0.15,0
actors\stalker_monolith\2_1,,0.4,0.85,0.15,0
actors\stalker_monolith\2_ballon,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ballon_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ballon_2,,0.5,0.8,0.15,0
actors\stalker_monolith\2_head_mask,,0.5,0.8,0.15,0
actors\stalker_monolith\2_okno_ballon,,0.4,0.85,0.15,0
actors\stalker_monolith\2_okno_ryukzak,,0.4,0.85,0.15,0
actors\stalker_monolith\2_respirator,,0.4,0.85,0.15,0
actors\stalker_monolith\2_respirator_1,,0.4,0.85,0.15,0
actors\stalker_monolith\2_ryukzak,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_2,,0.5,0.8,0.15,0
actors\stalker_monolith\2_ryukzak_3,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood_1,,0.5,0.8,0.15,0
actors\stalker_monolith\2_without_hood_2,,0.5,0.8,0.15,0
actors\stalker_monolith\3,,0.3,0.7,0.3,0.3
actors\stalker_monolith\3_1,,0.3,0.75,0.25,0.2
actors\stalker_monolith\3_head_mask,,0.3,0.75,0.25,0
actors\stalker_monolith\light_mono,"light_monolit_outfit,helm_metro",0.3,0.75,0.25,0
actors\stalker_monolith\light_mono_altyn,"light_monolit_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_monolith\light_mono_altyn_2,"light_monolit_outfit,helm_metro",0.3,0.75,0.25,0.3
actors\stalker_monolith\stalker_f_monolith_sci_ps5_1,"monolith_scientific_light_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_f_monolith_sci_ps5_2,"monolith_scientific_light_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_f_monolith_sci_sunrise_1,"monolith_scientific_outfit,helm_protective",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_mo_cultist_backpack,"monolith_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_cultist_backpack_2,"monolith_outfit,helm_resp",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_gp10,"monolith_outfit,helm_ranger",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_gp5,"monolith_outfit,helm_respirator_gp5",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_head1,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head1_with_mask,"monolith_outfit,helm_m40",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_head2,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head_1,monolith_outfit,0.4,0.85,0.075,0
actors\stalker_monolith\stalker_mo_head_1_with_coat,"monolith_trenchcoat_outfit,helm_rp_bala",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_mo_m150,"monolith_outfit,helm_m50",0.4,0.85,0.15,0
actors\stalker_monolith\stalker_mo_ppm,"monolith_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith0_gp5,"monolith_nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_monolith\stalker_monolith1,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1_goggles,"monolith_outfit,helm_respirator",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith1_gp5,"monolith_nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_monolith\stalker_monolith1_tattered_coat,"monolith_trenchcoat_outfit,helm_m50",0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith1_with_mask_and_hose,"monolith_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith1_with_p_mask,"monolith_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1b,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1b_lightweight,"monolith_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1b_with_exo_mask,"monolith_outfit,helm_m50",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith1b_with_p_mask,"monolith_outfit,helm_respirator",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith2,,0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith2_gp10,"monolith_outfit,helm_ranger",0.5,0.8,0.1,0
actors\stalker_monolith\stalker_monolith2_gp5,"monolith_nbc_outfit,helm_respirator_gp5",0.7,0.85,0.15,0
actors\stalker_monolith\stalker_monolith2a_old,,0.4,0.85,0.15,0
actors\stalker_monolith\stalker_monolith2a_old_vest,"monolith_outfit,helm_respirator",0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith2b_old,,0.4,0.85,0.15,0
actors\stalker_monolith\stalker_monolith2b_old_with_coat,"monolith_trenchcoat_outfit,helm_respirator_old",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith3a,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_custom,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_custom_2,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_exosuit_seva,"hybrid_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith3a_gp5,"monolith_exolight_outfit,helm_respirator_gp5",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3a_with_mask,"monolith_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_custom,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_custom_2,"monolith_exolight_outfit,helm_exo",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_with_gp5stuff,"monolith_exolight_outfit,helm_respirator_gp5",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith3b_with_m150,"monolith_exolight_outfit,helm_m50",0.3,0.7,0.3,0.3
actors\stalker_monolith\stalker_monolith4a,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_monolith\stalker_monolith4a_with_old_sun,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_monolith\stalker_monolith4b,"monolith_exo_outfit,helm_exo",0.15,0.7,0.55,0.3
actors\stalker_monolith\stalker_monolith4nosorog,"monolith_nosorog_outfit,helm_spartan",0.15,0.7,0.65,0.35
actors\stalker_monolith\stalker_monolith_1,"monolith_scientific_outfit,helm_protective",0.45,0.7,0.2,0.15
actors\stalker_monolith\stalker_monolith_1_bob3_vest_ppm,"monolith_nbc_outfit,helm_ppm88",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_1_coated_m50,"monolith_trenchcoat_outfit,helm_m50",0.45,0.8,0.15,0
actors\stalker_monolith\stalker_monolith_1a_sci_vest_1,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_1a_sci_vest_2,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_1a_sci_vest_3,"monolith_scientific_outfit,helm_protective",0.4,0.8,0.15,0.15
actors\stalker_monolith\stalker_monolith_2,"monolith_outfit,helm_respirator",0.5,0.8,0.1,0
